Facility_Name,ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Latitude,Longitude,"Population, 2021",Facilities_Per_Capita,address,point,latitude,longitude
"Woods Park Care Centre, Barrie","Woods Park Care Centre, Barrie",Barrie,110 Lillian Crescent,L4N5H7,-8874024.56679047,5527967.38969495,147829.0,0.0007846904193358542,"110 Lillian Crescent, Barrie, Ontario, Canada",POINT (-79.71658314568451 44.402727),44.402727,-79.71658314568451
YMCA of Simcoe Muskoka,YMCA of Simcoe Muskoka,Barrie,22 Grove Street West,L4N1M7,-8872039.47310285,5527039.87861814,147829.0,0.0007846904193358542,"22 Grove Street West, Barrie, Ontario, Canada",POINT (-79.69753265130892 44.39636123570851),44.39636123570851,-79.69753265130892
A Plus Pharmacy,A Plus Pharmacy,Mississauga,801 Dundas Street,L4Y4G9,-8860832.93996469,5403394.62014747,717961.0,0.0005139554934042378,"801 Dundas Street, Mississauga, Ontario, Canada",POINT (-79.59811242010909 43.59775065),43.59775065,-79.59811242010909
AFG Imaging,AFG Imaging,Mississauga,4303 Village Centre Court,L4Z1S2,-8865576.49723832,5403985.48424735,717961.0,0.0005139554934042378,"4303 Village Centre Court, Mississauga, Ontario, Canada",POINT (-79.64076323541254 43.601684241217626),43.601684241217626,-79.64076323541254
Ace Pharmacy Pharmasave,Ace Pharmacy Pharmasave,Mississauga,6980 Maritz Drive,L5W1Z3,-8873100.57048909,5410394.87629131,717961.0,0.0005139554934042378,"6980 Maritz Drive, Mississauga, Ontario, Canada",POINT (-79.7084662 43.6431647),43.6431647,-79.7084662
Active Adult Centre of Mississauga,Active Adult Centre of Mississauga,Mississauga,377 Burnhamthorpe Road East,L5A3Y1,-8864068.30738121,5404126.9572065,717961.0,0.0005139554934042378,"377 Burnhamthorpe Road East, Mississauga, Ontario, Canada",POINT (-79.6262638 43.6012821),43.6012821,-79.6262638
Affirming Care Pharmacy,Affirming Care Pharmacy,Mississauga,2624 Dunwin Drive,L5L3T5,-8870238.00091529,5392474.48772133,717961.0,0.0005139554934042378,"2624 Dunwin Drive, Mississauga, Ontario, Canada",POINT (-79.683076 43.526994),43.526994,-79.683076
Agnes Medical Pharmacy,Agnes Medical Pharmacy,Mississauga,25 Agnes Street,L5B3X7,-8863070.82908395,5400775.39988312,717961.0,0.0005139554934042378,"25 Agnes Street, Mississauga, Ontario, Canada",POINT (-79.61826358231053 43.58068755),43.58068755,-79.61826358231053
Airport Pharmacy,Airport Pharmacy,Mississauga,2985 Drew Road,L4T0A4,-8866979.12282232,5420833.12462673,717961.0,0.0005139554934042378,"2985 Drew Road, Mississauga, Ontario, Canada",POINT (-79.6542109 43.7077992),43.7077992,-79.6542109
All Care Pharmacy,All Care Pharmacy,Mississauga,2233 Hurontario Street,L5A2E9,-8861607.44532188,5399653.16752908,717961.0,0.0005139554934042378,"2233 Hurontario Street, Mississauga, Ontario, Canada",POINT (-79.6053119 43.5733461),43.5733461,-79.6053119
Allwell Pharmacy,Allwell Pharmacy,Mississauga,4665 Central Parkway East,L4Z2V5,-8865541.83234889,5406212.80849191,717961.0,0.0005139554934042378,"4665 Central Parkway East, Mississauga, Ontario, Canada",POINT (-79.6404771 43.6151919),43.6151919,-79.6404771
Alzheimer Society of Peel,Alzheimer Society of Peel,Mississauga,60 Briarwood Avenue,L5G3N6,-8858918.55641762,5397738.60447566,717961.0,0.0005139554934042378,"60 Briarwood Avenue, Mississauga, Ontario, Canada",POINT (-79.5809405 43.5610569),43.5610569,-79.5809405
Amica City Centre,Amica City Centre,Mississauga,380 Princess Royal Drive,L5B4M9,-8866279.11246836,5401779.397896,717961.0,0.0005139554934042378,"380 Princess Royal Drive, Mississauga, Ontario, Canada",POINT (-79.647417 43.587181),43.587181,-79.647417
Amica Erin Mills,Amica Erin Mills,Mississauga,4620 Kimbermount Avenue,L5M5W5,-8873960.39110403,5396001.17293223,717961.0,0.0005139554934042378,"4620 Kimbermount Avenue, Mississauga, Ontario, Canada",POINT (-79.71627145353558 43.54949275),43.54949275,-79.71627145353558
Amican Laboratories Inc,Amican Laboratories Inc,Mississauga,6517 Mississauga Road,L5N1A6,-8876263.83627142,5403676.72007367,717961.0,0.0005139554934042378,"6517 Mississauga Road, Mississauga, Ontario, Canada",POINT (-79.736867 43.599651),43.599651,-79.736867
Angel Pharmacy,Angel Pharmacy,Mississauga,3955 Erin Centre Boulevard,L5M0H1,-8876595.29005526,5394593.77142535,717961.0,0.0005139554934042378,"3955 Erin Centre Boulevard, Mississauga, Ontario, Canada",POINT (-79.73967496808575 43.5405207),43.5405207,-79.73967496808575
Applewood Medical Pharmacy,Applewood Medical Pharmacy,Mississauga,966 Dundas Street East,L4Y4H5,-8860267.0139374,5403719.80747527,717961.0,0.0005139554934042378,"966 Dundas Street East, Mississauga, Ontario, Canada",POINT (-79.5931862 43.5999608),43.5999608,-79.5931862
Arc Pharmacy,Arc Pharmacy,Mississauga,2520 Eglinton Avenue West,L5M0Y2,-8872881.91674528,5397261.68844085,717961.0,0.0005139554934042378,"2520 Eglinton Avenue West, Mississauga, Ontario, Canada",POINT (-79.6834976 43.5795862),43.5795862,-79.6834976
Arrow Pharmacy,Arrow Pharmacy,Mississauga,1150 Lorne Park Road,L5H3A5,-8862759.0120583,5393082.54273171,717961.0,0.0005139554934042378,"1150 Lorne Park Road, Mississauga, Ontario, Canada",POINT (-79.6157627 43.5311263),43.5311263,-79.6157627
Associated Youth Services of Peel (AYSP),Associated Youth Services of Peel (AYSP),Mississauga,160 Traders Boulevard East,L4Z3K7,-8868876.24071637,5407677.18743893,717961.0,0.0005139554934042378,"160 Traders Boulevard East, Mississauga, Ontario, Canada",POINT (-79.67049953077989 43.625564),43.625564,-79.67049953077989
Astra Minimally Invasive Surgery Unit,Astra Minimally Invasive Surgery Unit,Mississauga,4296 Village Centre Court,L4Z1S2,-8865607.51084846,5403933.52579887,717961.0,0.0005139554934042378,"4296 Village Centre Court, Mississauga, Ontario, Canada",POINT (-79.6411604536619 43.60120303137827),43.60120303137827,-79.6411604536619
Battleford Ida,Battleford Ida,Mississauga,6405 Erin Mills Parkway,L5N4H4,-8876800.67451577,5401612.31090609,717961.0,0.0005139554934042378,"6405 Erin Mills Parkway, Mississauga, Ontario, Canada",POINT (-79.74169420000001 43.5860936),43.5860936,-79.74169420000001
Bestkare Pharmacy,Bestkare Pharmacy,Mississauga,720 Burnhamthorpe Road West,L5C3G1,-8866880.2265867,5400334.7453803,717961.0,0.0005139554934042378,"720 Burnhamthorpe Road West, Mississauga, Ontario, Canada",POINT (-79.65145546640538 43.5777425),43.5777425,-79.65145546640538
Bioscript Pharmacy,Bioscript Pharmacy,Mississauga,2180 Dunwin Drive,L5L5M8,-8869153.9828459,5393666.62205307,717961.0,0.0005139554934042378,"2180 Dunwin Drive, Mississauga, Ontario, Canada",POINT (-79.67201612164507 43.53419736647601),43.53419736647601,-79.67201612164507
Bough Beeches Place,Bough Beeches Place,Mississauga,1130 Bough Beeches Boulevard,L4W4G3,-8861082.84108957,5407743.88425111,717961.0,0.0005139554934042378,"1130 Bough Beeches Boulevard, Mississauga, Ontario, Canada",POINT (-79.6002395 43.6253949),43.6253949,-79.6002395
Brightwater Pharmacy,Brightwater Pharmacy,Mississauga,228 Lakeshore Road West,L5H1G6,-8860257.2400861,5395613.40969957,717961.0,0.0005139554934042378,"228 Lakeshore Road West, Mississauga, Ontario, Canada",POINT (-79.593068 43.546982),43.546982,-79.593068
Bristol Pharmacy,Bristol Pharmacy,Mississauga,512 Bristol Road West,L5R3Z1,-8869003.11154003,5404098.94837104,717961.0,0.0005139554934042378,"512 Bristol Road West, Mississauga, Ontario, Canada",POINT (-79.6714596 43.6026512),43.6026512,-79.6714596
Britannia Health Pharmacy,Britannia Health Pharmacy,Mississauga,2275 Britannia Road West,L5M2G6,-8875439.12582388,5401178.94693217,717961.0,0.0005139554934042378,"2275 Britannia Road West, Mississauga, Ontario, Canada",POINT (-79.729283 43.583287),43.583287,-79.729283
Britannia Medical Pharmacy,Britannia Medical Pharmacy,Mississauga,5925 Grossbeak Drive,L5N6S5,-8878004.76178794,5397955.96381562,717961.0,0.0005139554934042378,"5925 Grossbeak Drive, Mississauga, Ontario, Canada",POINT (-79.7533189 43.5621385),43.5621385,-79.7533189
Britannia Pharmacy,Britannia Pharmacy,Mississauga,5980 Churchill Meadows Boulevard,L5M7M5,-8878431.81675047,5397165.48175877,717961.0,0.0005139554934042378,"5980 Churchill Meadows Boulevard, Mississauga, Ontario, Canada",POINT (-79.7564715 43.5570987),43.5570987,-79.7564715
Britlin Pharmacy,Britlin Pharmacy,Mississauga,5985 Rodeo Drive,L5R3X8,-8871175.13291659,5405995.05517694,717961.0,0.0005139554934042378,"5985 Rodeo Drive, Mississauga, Ontario, Canada",POINT (-79.6906155 43.6149368),43.6149368,-79.6906155
Burnhamthorpe Medical Pharmacy,Burnhamthorpe Medical Pharmacy,Mississauga,350 Burnhamthorpe Road East,L5A3S5,-8863930.37140016,5403806.35181026,717961.0,0.0005139554934042378,"350 Burnhamthorpe Road East, Mississauga, Ontario, Canada",POINT (-79.6259858 43.6004656),43.6004656,-79.6259858
Calea,Calea,Mississauga,2785 Skymark Avenue,L4W4Y3,-8860474.22403756,5413410.81076953,717961.0,0.0005139554934042378,"2785 Skymark Avenue, Mississauga, Ontario, Canada",POINT (-79.5964126 43.6616312),43.6616312,-79.5964126
Camilla Care Community,Camilla Care Community,Mississauga,2250 Hurontario Street,L5B1M8,-8861820.44403557,5399624.20423304,717961.0,0.0005139554934042378,"2250 Hurontario Street, Mississauga, Ontario, Canada",POINT (-79.60690436878363 43.57311275),43.57311275,-79.60690436878363
Capital Pharmacy,Capital Pharmacy,Mississauga,3075 Hurontario Street,L5A2G9,-8863034.17157564,5400970.53250738,717961.0,0.0005139554934042378,"3075 Hurontario Street, Mississauga, Ontario, Canada",POINT (-79.6179787 43.5819209),43.5819209,-79.6179787
Care Plus Ida Pharmacy,Care Plus Ida Pharmacy,Mississauga,480 Eglinton Avenue West,L5R1Y5,-8867976.94620999,5403263.79523043,717961.0,0.0005139554934042378,"480 Eglinton Avenue West, Mississauga, Ontario, Canada",POINT (-79.662272 43.5975162),43.5975162,-79.662272
CarePoint Health,CarePoint Health,Mississauga,2695 North Sheridan Way,L5K2N6,-8868130.13296128,5390360.55474048,717961.0,0.0005139554934042378,"2695 North Sheridan Way, Mississauga, Ontario, Canada",POINT (-79.66364908504535 43.51272125),43.51272125,-79.66364908504535
Carerx Mississauga,Carerx Mississauga,Mississauga,2735 Matheson Boulevard East,L4W4M8,-8860711.14530981,5413403.27062896,717961.0,0.0005139554934042378,"2735 Matheson Boulevard East, Mississauga, Ontario, Canada",POINT (-79.5980308 43.6628217),43.6628217,-79.5980308
Carl's Ida Pharmacy,Carl's Ida Pharmacy,Mississauga,1207 Hurontario Street,L5G3H2,-8859554.14618225,5397499.14488298,717961.0,0.0005139554934042378,"1207 Hurontario Street, Mississauga, Ontario, Canada",POINT (-79.58672089818978 43.559380649999994),43.559380649999994,-79.58672089818978
Cawthra Drug Store,Cawthra Drug Store,Mississauga,680 Silver Creek Boulevard,L5A3Z1,-8861395.47074752,5403035.07511177,717961.0,0.0005139554934042378,"680 Silver Creek Boulevard, Mississauga, Ontario, Canada",POINT (-79.602825 43.595577),43.595577,-79.602825
Cawthra Gardens,Cawthra Gardens,Mississauga,590 Lolita Gardens,L5A4N8,-8861434.55502074,5402674.74480186,717961.0,0.0005139554934042378,"590 Lolita Gardens, Mississauga, Ontario, Canada",POINT (-79.60367474511874 43.593152700000005),43.593152700000005,-79.60367474511874
Cawthra Gardens Long Term Care,Cawthra Gardens Long Term Care,Mississauga,590 Lolita Gardens,L5A4N8,-8861435.76840319,5402676.28182068,717961.0,0.0005139554934042378,"590 Lolita Gardens, Mississauga, Ontario, Canada",POINT (-79.60367474511874 43.593152700000005),43.593152700000005,-79.60367474511874
Central All Care Pharmacy,Central All Care Pharmacy,Mississauga,2420 Hurontario Street,L5B4A9,-8862093.18791996,5399973.95169815,717961.0,0.0005139554934042378,"2420 Hurontario Street, Mississauga, Ontario, Canada",POINT (-79.6350255 43.5934542),43.5934542,-79.6350255
Central Pharmacy Services 6900,Central Pharmacy Services 6900,Mississauga,1685 Tech Avenue,L4W5P5,-8863098.95951928,5410168.88701487,717961.0,0.0005139554934042378,"1685 Tech Avenue, Mississauga, Ontario, Canada",POINT (-79.61839744750901 43.6414862),43.6414862,-79.61839744750901
Century City Pharmacy,Century City Pharmacy,Mississauga,5025 Heatherleigh Avenue,L5V2Y7,-8869024.17318768,5402345.29071261,717961.0,0.0005139554934042378,"5025 Heatherleigh Avenue, Mississauga, Ontario, Canada",POINT (-79.69105 43.6036543),43.6036543,-79.69105
Ceremonial Pharmacy,Ceremonial Pharmacy,Mississauga,223 Ceremonial Drive,L5R2N3,-8868080.57352398,5404534.83203367,717961.0,0.0005139554934042378,"223 Ceremonial Drive, Mississauga, Ontario, Canada",POINT (-79.6632941 43.6050489),43.6050489,-79.6632941
Chartwell Heritage Glen Retirement Residence,Chartwell Heritage Glen Retirement Residence,Mississauga,6509 Glen Erin Drive,L5N8P9,-8877962.8611316,5401119.87367491,717961.0,0.0005139554934042378,"6509 Glen Erin Drive, Mississauga, Ontario, Canada",POINT (-79.7534737 43.5827002),43.5827002,-79.7534737
Chartwell Regency Retirement Residence,Chartwell Regency Retirement Residence,Mississauga,29 Mississauga Road North,L5H2H7,-8860012.04777569,5395937.17175801,717961.0,0.0005139554934042378,"29 Mississauga Road North, Mississauga, Ontario, Canada",POINT (-79.59102287474194 43.549175399999996),43.549175399999996,-79.59102287474194
Chartwell Robert Speck Retirement Residence,Chartwell Robert Speck Retirement Residence,Mississauga,100 Robert Speck Parkway,L4Z0A1,-8864770.321486,5403375.82096494,717961.0,0.0005139554934042378,"100 Robert Speck Parkway, Mississauga, Ontario, Canada",POINT (-79.6335899 43.597655),43.597655,-79.6335899
Chartwell Wenleigh Long Term Care Residence,Chartwell Wenleigh Long Term Care Residence,Mississauga,2065 Leanne Boulevard,L5K2L6,-8866796.18037115,5392203.32246056,717961.0,0.0005139554934042378,"2065 Leanne Boulevard, Mississauga, Ontario, Canada",POINT (-79.6517598406931 43.52489145),43.52489145,-79.6517598406931
Churchill Meadows Pharmacy,Churchill Meadows Pharmacy,Mississauga,3050 Artesian Drive,L5M7P5,-8873795.54920206,5395353.74780945,717961.0,0.0005139554934042378,"3050 Artesian Drive, Mississauga, Ontario, Canada",POINT (-79.7147233 43.5454328),43.5454328,-79.7147233
City Care Pharmacy,City Care Pharmacy,Mississauga,134 Dundas Street West,L5B1H9,-8863188.03737581,5400242.22535248,717961.0,0.0005139554934042378,"134 Dundas Street West, Mississauga, Ontario, Canada",POINT (-79.6193301 43.5771838),43.5771838,-79.6193301
City Centre Remedy's Rx,City Centre Remedy's Rx,Mississauga,4175 Confederation Parkway,L5B0C6,-8866534.06749813,5402020.78183647,717961.0,0.0005139554934042378,"4175 Confederation Parkway, Mississauga, Ontario, Canada",POINT (-79.6564715 43.5935797),43.5935797,-79.6564715
City Gate Pharmacy,City Gate Pharmacy,Mississauga,220 Burnhamthorpe Road,L5B4N4,-8865490.77009846,5402018.39962622,717961.0,0.0005139554934042378,"220 Burnhamthorpe Road, Mississauga, Ontario, Canada",POINT (-79.6400571 43.5887595),43.5887595,-79.6400571
City of Mississauga,City of Mississauga - Burnhamthorpe,Mississauga,1500 Gulleden Drive,L4X2T7,-8860887.43085543,5407239.77162147,717961.0,0.0005139554934042378,"1500 Gulleden Drive, Mississauga, Ontario, Canada",POINT (-79.59850869605219 43.62278135),43.62278135,-79.59850869605219
Clarkson Pharmachoice,Clarkson Pharmachoice,Mississauga,1865 Lakeshore Road West,L5J4P1,-8863992.08692586,5390746.65514098,717961.0,0.0005139554934042378,"1865 Lakeshore Road West, Mississauga, Ontario, Canada",POINT (-79.6263498 43.5153077),43.5153077,-79.6263498
Cliffway Pharmacy,Cliffway Pharmacy,Mississauga,2560 Shepard Avenue,L5A4E1,-8862556.13228632,5400706.06409661,717961.0,0.0005139554934042378,"2560 Shepard Avenue, Mississauga, Ontario, Canada",POINT (-79.6143909 43.580194),43.580194,-79.6143909
Compounderz,Compounderz,Mississauga,3200 Ridgeway Drive,L5L5Y6,-8871843.561931,5391151.03938302,717961.0,0.0005139554934042378,"3200 Ridgeway Drive, Mississauga, Ontario, Canada",POINT (-79.69738044551276 43.51809915),43.51809915,-79.69738044551276
Confederation Drug Store,Confederation Drug Store,Mississauga,3050 Confederation Parkway,L5B3Z6,-8863422.17566079,5400363.68016784,717961.0,0.0005139554934042378,"3050 Confederation Parkway, Mississauga, Ontario, Canada",POINT (-79.6220201 43.5781591),43.5781591,-79.6220201
Constitution Place,Constitution Place,Mississauga,3051 Constitution Boulevard,L4Y2Z1,-8860178.59286586,5404433.9377581,717961.0,0.0005139554934042378,"3051 Constitution Boulevard, Mississauga, Ontario, Canada",POINT (-79.5923026 43.6044003),43.6044003,-79.5923026
Costco Pharmacy #1169,Costco Pharmacy #1169,Mississauga,1570 Dundas Street East,L4X1L4,-8858356.64902394,5405332.43211072,717961.0,0.0005139554934042378,"1570 Dundas Street East, Mississauga, Ontario, Canada",POINT (-79.57594952622682 43.6103196),43.6103196,-79.57594952622682
Costco Pharmacy #526,Costco Pharmacy #526,Mississauga,5900 Rodeo Drive,L5R3S9,-8871092.05518061,5405615.26765844,717961.0,0.0005139554934042378,"5900 Rodeo Drive, Mississauga, Ontario, Canada",POINT (-79.6894382 43.6130662),43.6130662,-79.6894382
Costco Pharmacy #531,Costco Pharmacy #531,Mississauga,3180 Laird Road,L5L6A2,-8870936.01865036,5391619.51963897,717961.0,0.0005139554934042378,"3180 Laird Road, Mississauga, Ontario, Canada",POINT (-79.6884017 43.5212836),43.5212836,-79.6884017
Courtesy Ida Pharmacy,Courtesy Ida Pharmacy,Mississauga,1603 Clarkson Road North,L5J2X1,-8865375.82159227,5392857.0373813,717961.0,0.0005139554934042378,"1603 Clarkson Road North, Mississauga, Ontario, Canada",POINT (-79.638999 43.52855),43.52855,-79.638999
Create Compounding Pharmacy To,Create Compounding Pharmacy To,Mississauga,2900 Argentia Road,L5N7X9,-8880810.44843777,5403482.36118742,717961.0,0.0005139554934042378,"2900 Argentia Road, Mississauga, Ontario, Canada",POINT (-79.7775296 43.5991566),43.5991566,-79.7775296
Credit River Retirement Residence,Credit River Retirement Residence,Mississauga,175 Rutledge Road,L5M0X7,-8874087.98550438,5400818.5352412,717961.0,0.0005139554934042378,"175 Rutledge Road, Mississauga, Ontario, Canada",POINT (-79.717764 43.5813535),43.5813535,-79.717764
Credit Valley Diagnostic Centre Inc.,Credit Valley Diagnostic Centre Inc.,Mississauga,2000 Credit Valley Road,L5M4N4,-8872409.59927779,5397959.42034505,717961.0,0.0005139554934042378,"2000 Credit Valley Road, Mississauga, Ontario, Canada",POINT (-79.702617 43.562185),43.562185,-79.702617
Credit Valley Family Health Team,Credit Valley Family Health Team,Mississauga,2300 Eglinton Avenue,L5M2V8,-8872803.38084452,5397453.47498283,717961.0,0.0005139554934042378,"2300 Eglinton Avenue, Mississauga, Ontario, Canada",POINT (-79.7053897 43.5598143),43.5598143,-79.7053897
Credit Valley Pulmonary Diagnostics,Credit Valley Pulmonary Diagnostics,Mississauga,2300 Eglinton Avenue West,L5M2V8,-8872803.38084452,5397453.47498283,717961.0,0.0005139554934042378,"2300 Eglinton Avenue West, Mississauga, Ontario, Canada",POINT (-79.7053897 43.5598143),43.5598143,-79.7053897
Credit Valley X,Credit Valley X-Ray and Ultrasound,Mississauga,6590 Meadowvale Town Centre Circle,L5N4B7,-8878766.54332734,5400706.46363643,717961.0,0.0005139554934042378,"6590 Meadowvale Town Centre Circle, Mississauga, Ontario, Canada",POINT (-79.7593387 43.5803168),43.5803168,-79.7593387
Creditview Pharmacy (Guardian),Creditview Pharmacy (Guardian),Mississauga,4040 Creditview Road,L5C3Y8,-8868505.2685133,5398885.52485529,717961.0,0.0005139554934042378,"4040 Creditview Road, Mississauga, Ontario, Canada",POINT (-79.66572294569536 43.5684548),43.5684548,-79.66572294569536
