ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Facility_Name,"Population, 2021",Facilities_Per_Capita
Proxima Pharmacy,Mississauga,320 Matheson Boulevard West,L5R3R1,Proxima Pharmacy,717961.0,0.0005139554934042378
Cawthra Gardens,Mississauga,590 Lolita Gardens,L5A4N8,Cawthra Gardens,717961.0,0.0005139554934042378
Chartwell Wenleigh Long Term Care Residence,Mississauga,2065 Leanne Boulevard,L5K2L6,Chartwell Wenleigh Long Term Care Residence,717961.0,0.0005139554934042378
Extendicare Mississauga,Mississauga,855 John Watt Boulevard,L5W1G2,Extendicare Mississauga,717961.0,0.0005139554934042378
Malton Village Long Term Care Centre,Mississauga,7075 Rexwood Road,L4T4M1,Malton Village Long Term Care Centre,717961.0,0.0005139554934042378
Mississauga Long Term Care Facility,Mississauga,26 Peter Street North,L5H2G7,Mississauga Long Term Care Facility,717961.0,0.0005139554934042378
Chartwell Robert Speck Retirement Residence,Mississauga,100 Robert Speck Parkway,L4Z0A1,Chartwell Robert Speck Retirement Residence,717961.0,0.0005139554934042378
The Shores of Port Credit,Mississauga,280 Lakeshore Road West,L5H0A5,The Shores of Port Credit,717961.0,0.0005139554934042378
Amica City Centre,Mississauga,380 Princess Royal Drive,L5B4M9,Amica City Centre,717961.0,0.0005139554934042378
The Beechwood,Mississauga,1500 Rathburn Road East,L4W4L7,The Beechwood,717961.0,0.0005139554934042378
V!VA Mississauga Retirement Community,Mississauga,5575 Bonnie Street,L5M0N8,V!VA Mississauga Retirement Community,717961.0,0.0005139554934042378
Erinview,Mississauga,2630 Fifth Line West,L5K0A8,Erinview,717961.0,0.0005139554934042378
Amica Erin Mills,Mississauga,4620 Kimbermount Avenue,L5M5W5,Amica Erin Mills,717961.0,0.0005139554934042378
Greenway Lodge Retirement Home,Mississauga,860 The Greenway,L5G1P6,Greenway Lodge Retirement Home,717961.0,0.0005139554934042378
Chartwell Heritage Glen Retirement Residence,Mississauga,6509 Glen Erin Drive,L5N8P9,Chartwell Heritage Glen Retirement Residence,717961.0,0.0005139554934042378
Constitution Place,Mississauga,3051 Constitution Boulevard,L4Y2Z1,Constitution Place,717961.0,0.0005139554934042378
Sunrise Senior Living of Erin Mills,Mississauga,4046 Erin Mills Parkway,L5L2W7,Sunrise Senior Living of Erin Mills,717961.0,0.0005139554934042378
Wawel Villa Seniors Residence,Mississauga,880 Clarkson Road South,L5J4N4,Wawel Villa Seniors Residence,717961.0,0.0005139554934042378
Walden Circle Retirement Community,Mississauga,1907 Lakeshore Road West,L5J1J7,Walden Circle Retirement Community,717961.0,0.0005139554934042378
Credit River Retirement Residence,Mississauga,175 Rutledge Road,L5M0X7,Credit River Retirement Residence,717961.0,0.0005139554934042378
Sunrise Senior Living of Mississauga,Mississauga,1279 Burnhamthorpe Road East,L4Y3V7,Sunrise Senior Living of Mississauga,717961.0,0.0005139554934042378
Evergreen Retirement Residence,Mississauga,820 Scollard Court,L5V0A1,Evergreen Retirement Residence,717961.0,0.0005139554934042378
King Gardens,Mississauga,85 King Street East,L5A4G6,King Gardens,717961.0,0.0005139554934042378
Chartwell Regency Retirement Residence,Mississauga,29 Mississauga Road North,L5H2H7,Chartwell Regency Retirement Residence,717961.0,0.0005139554934042378
Parkland on the Glen,Mississauga,1665 The Collegeway,L5L0A9,Parkland on the Glen,717961.0,0.0005139554934042378
Port Credit Residences,Mississauga,33 Hurontario Street,L5G3E8,Port Credit Residences,717961.0,0.0005139554934042378
Bough Beeches Place,Mississauga,1130 Bough Beeches Boulevard,L4W4G3,Bough Beeches Place,717961.0,0.0005139554934042378
Tyndall Nursing Home,Mississauga,1060 Eglinton Avenue East,L4W1K3,Tyndall Nursing Home,717961.0,0.0005139554934042378
Peer Support South East Ontario,Belleville,350 Front Street,K8N5M5,Peer Support South East Ontario,55071.0,0.0010168691325743132
Children's Mental Health Services of Hastings and Prince Edward,Belleville,3 Applewood Drive,K8P4E3,Children's Mental Health Services of Hastings and Prince Edward,55071.0,0.0010168691325743132
Hastings Prince Edward Public Health,Belleville,179 North Park Street,K8P4P1,Hastings Prince Edward Public Health,55071.0,0.0010168691325743132
Youth Habilitation (Quinte) Inc.,Belleville,210 Front Street,K8N2Z2,Youth Habilitation (Quinte) Inc.,55071.0,0.0010168691325743132
Belleville Nurse Practitioner-Led Clinic,Belleville,15 Victoria Avenue,K8N1Z5,Belleville Nurse Practitioner,55071.0,0.0010168691325743132
Kente X-Ray & Ultrasound Ltd.,Belleville,470 Dundas Street East,K8N1G1,Kente X,55071.0,0.0010168691325743132
Quinte Regional Sleep Clinic,Belleville,150 Sidney Street,K8P5E2,Quinte Regional Sleep Clinic,55071.0,0.0010168691325743132
Hastings & Prince Edward Counties Health Unit,Belleville,179 North Park Street,K8P4P1,Hastings & Prince Edward Counties Health Unit,55071.0,0.0010168691325743132
Quinte Health,Belleville,265 Dundas Street East,K8N5A9,Quinte Health,55071.0,0.0010168691325743132
Addictions and Mental Health Services - Hastings Prince Edward,Belleville,142 Foster Avenue,K8N3P9,Addictions and Mental Health Services,55071.0,0.0010168691325743132
Belleville Quinte West Community Health Centre,Belleville,161 Bridge Street West,K8P1K2,Belleville Quinte West Community Health Centre,55071.0,0.0010168691325743132
Belleville's 50+ Centre,Belleville,265 Cannifton Road,K8N4V8,Belleville's 50+ Centre,55071.0,0.0010168691325743132
Shoppers Drug Mart #601,Belleville,390 North Front Street,K8P3E1,Shoppers Drug Mart #601,55071.0,0.0010168691325743132
Metro Pharmacy #521,Belleville,110 North Front Street,K8P3B6,Metro Pharmacy #521,55071.0,0.0010168691325743132
Harmon Residence,Belleville,5 Stanley Park Drive,K8N4N1,Harmon Residence,55071.0,0.0010168691325743132
Shoppers Drug Mart #1309,Belleville,405 Dundas Street East,K8N1E7,Shoppers Drug Mart #1309,55071.0,0.0010168691325743132
The Drugstore Pharmacy #4097,Belleville,400 Dundas Street East,K8N1E8,The Drugstore Pharmacy #4097,55071.0,0.0010168691325743132
Quinte Healthcare Corporation,Belleville,265 Dundas Street East,K8N5A9,Quinte Healthcare Corporation,55071.0,0.0010168691325743132
Dundas Medical Pharmacy,Belleville,210 Dundas Street East,K8N5G8,Dundas Medical Pharmacy,55071.0,0.0010168691325743132
Kelly's Drug Store,Belleville,411 Bridge Street East,K8N1P7,Kelly's Drug Store,55071.0,0.0010168691325743132
Pharma Xpress,Belleville,161 Bridge Street West,K8P1K2,Pharma Xpress,55071.0,0.0010168691325743132
Ophthalmology Clinic,Belleville,123 Millennium Parkway,K8N4Z5,Ophthalmology Clinic,55071.0,0.0010168691325743132
Belleville X-Ray & Ultrasound Ltd.,Belleville,150 Sidney Street,K8P5E2,Belleville X,55071.0,0.0010168691325743132
Belleville Medical Arts X-Ray and Ultrasound,Belleville,210 Dundas Street East,K8N5G8,Belleville Medical Arts X,55071.0,0.0010168691325743132
Canadian Drug Mart,Belleville,59 Dundas Street East,K8N3B8,Canadian Drug Mart,55071.0,0.0010168691325743132
Rexall Pharma Plus #2253,Belleville,173 Dundas Street East,K8N1C9,Rexall Pharma Plus #2253,55071.0,0.0010168691325743132
Bay View Pharmacy,Belleville,450 Dundas Street East,K8N1E9,Bay View Pharmacy,55071.0,0.0010168691325743132
Shoppers Drug Mart #987,Belleville,150 Sidney Street,K8P5E2,Shoppers Drug Mart #987,55071.0,0.0010168691325743132
Food Basics Pharmacy #524,Belleville,470 Dundas Street East,K8N1E9,Food Basics Pharmacy #524,55071.0,0.0010168691325743132
Westgate Lodge Nursing Home,Belleville,37 Wilkie Street,K8P4E4,Westgate Lodge Nursing Home,55071.0,0.0010168691325743132
Rexall #8160,Belleville,210 Dundas Street East,K8N5G8,Rexall #8160,55071.0,0.0010168691325743132
Hastings Manor,Belleville,Trent Road 476,K8N5B2,Hastings Manor,55071.0,0.0010168691325743132
Belmont Long Term Care Faciity,Belleville,250 Bridge Street West,K8P5N3,Belmont Long Term Care Faciity,55071.0,0.0010168691325743132
Quinte West Pharmacy,Belleville,144 North Front Street,K8P3B6,Quinte West Pharmacy,55071.0,0.0010168691325743132
Bellfront Pharmacy,Belleville,366 North Front Street,K8P5E6,Bellfront Pharmacy,55071.0,0.0010168691325743132
Belleville Pharmacy,Belleville,690 Sidney Street,K8P4A8,Belleville Pharmacy,55071.0,0.0010168691325743132
Cannifton Pharmacy,Belleville,135 Cannifton Road,K8N4V4,Cannifton Pharmacy,55071.0,0.0010168691325743132
Healthy Fy Pharmacy,Belleville,44 Moira Street West,K8P1S3,Healthy Fy Pharmacy,55071.0,0.0010168691325743132
Quinte Midwives,Belleville,11 Victoria Avenue,K8N1Z5,Quinte Midwives,55071.0,0.0010168691325743132
Alzheimer Society of Belleville-Hastings,Belleville,470 Dundas Street East,K8N1G1,Alzheimer Society of Belleville,55071.0,0.0010168691325743132
Cheshire Homes (Hastings-Prince Edward) Inc.,Belleville,41 Pinnacle Street South,K8N3A1,Cheshire Homes (Hastings,55071.0,0.0010168691325743132
Pathways to Independence,Belleville,25 Dundas Street West,K8P3M7,Pathways to Independence,55071.0,0.0010168691325743132
Community Care for South Hastings Inc.,Belleville,55 South Pinnacle Street,K8N3A1,Community Care for South Hastings Inc.,55071.0,0.0010168691325743132
Alzheimer Society of Hastings and Prince Edward,Belleville,470 Dundas Street East,K8N1G1,Alzheimer Society of Hastings and Prince Edward,55071.0,0.0010168691325743132
Rossmore Pharmacy,Belleville,5503 Highway 62 South,K8N0L5,Rossmore Pharmacy,55071.0,0.0010168691325743132
Geen's Pharmasave,Belleville,305 North Front Street,K8P3C3,Geen's Pharmasave,55071.0,0.0010168691325743132
Belmont Long Term Care Facility,Belleville,250 Bridge Street West,K8P5N3,Belmont Long Term Care Facility,55071.0,0.0010168691325743132
Hastings Manor Home for the Aged,Belleville,476 Dundas Street West,K8N5B2,Hastings Manor Home for the Aged,55071.0,0.0010168691325743132
Quinte Healthcare - Belleville,Belleville,265 Dundas Street East,K8N5A9,Quinte Healthcare,55071.0,0.0010168691325743132
The Richmond Retirement Residence,Belleville,175 North Front Street,K8P4Y8,The Richmond Retirement Residence,55071.0,0.0010168691325743132
Eden Place Retirement Home,Belleville,38 Everett Street,K8P3K2,Eden Place Retirement Home,55071.0,0.0010168691325743132
Arabella Retirement Living,Belleville,24 Dundas Street West,K8P3M7,Arabella Retirement Living,55071.0,0.0010168691325743132
The Bridge Street Retirement Residence,Belleville,85 Bridge Street East,K8N1L9,The Bridge Street Retirement Residence,55071.0,0.0010168691325743132
Chartwell Bayview Retirement Residence,Belleville,435 Dundas Street West,K8P1B6,Chartwell Bayview Retirement Residence,55071.0,0.0010168691325743132
Maple Manor Residence,Belleville,132 Avonlough Road,K8N4Z2,Maple Manor Residence,55071.0,0.0010168691325743132
Aspira Quinte Gardens Retirement Living,Belleville,30 College Street West,K8P0A9,Aspira Quinte Gardens Retirement Living,55071.0,0.0010168691325743132
Phoenix Rising Non-Profit Homes and Women's Centre  Inc.,Sault Ste. Marie,596 Wellington Street East,P6A2M5,Phoenix Rising Non,72051.0,0.0007494691260357247
Sault Area Hospital,Sault Ste. Marie,123 East Street,P6A3C7,Sault Area Hospital,72051.0,0.0007494691260357247
Ken Brown Recovery Home Inc.,Sault Ste. Marie,8 Herrick Street,P6A2T4,Ken Brown Recovery Home Inc.,72051.0,0.0007494691260357247
Algoma Substance Abuse Rehabilitation Centre,Sault Ste. Marie,91 Breton Road,P6B5T8,Algoma Substance Abuse Rehabilitation Centre,72051.0,0.0007494691260357247
Superior Family Health Team,Sault Ste. Marie,765 Queen Street East,P6A2A8,Superior Family Health Team,72051.0,0.0007494691260357247
Algoma Nurse Practitioner-Led Clinic,Sault Ste. Marie,443 Northern Avenue,P6B4J3,Algoma Nurse Practitioner,72051.0,0.0007494691260357247
Dr. Elizabeth Golesic Medicine Professional Corporation,Sault Ste. Marie,477 Queen Street East,P6A1Z5,Dr. Elizabeth Golesic Medicine Professional Corporation,72051.0,0.0007494691260357247
Algoma Public Health,Sault Ste. Marie,294 Willow Avenue,P6B0A9,Algoma Public Health,72051.0,0.0007494691260357247
Sault Ste. Marie and District Group Health Association,Sault Ste. Marie,240 McNabb Street,P6B1Y5,Sault Ste. Marie and District Group Health Association,72051.0,0.0007494691260357247
Women In Crisis (Algoma) Inc.,Sault Ste. Marie,23 Oakland Avenue,P6A2T2,Women In Crisis (Algoma) Inc.,72051.0,0.0007494691260357247
Dr. Mark Bariciak,Sault Ste. Marie,677 Great Northern Road,P6B5A1,Dr. Mark Bariciak,72051.0,0.0007494691260357247
Algoma Public Health Unit,Sault Ste. Marie,294 Willow Avenue,P6B0A9,Algoma Public Health Unit,72051.0,0.0007494691260357247
City of Sault Ste. Marie - Senior Services Drop-In Centre,Sault Ste. Marie,619 Bay Street,P6A5X5,City of Sault Ste. Marie,72051.0,0.0007494691260357247
Northern Community Centre,Sault Ste. Marie,556 Goulais Avenue,P6A1H6,Northern Community Centre,72051.0,0.0007494691260357247
Metro Pharmacy #520,Sault Ste. Marie,248 Northern Avenue,P6B4H6,Metro Pharmacy #520,72051.0,0.0007494691260357247
Transition House,Sault Ste. Marie,1100 Wellington Street East,P6A2N9,Transition House,72051.0,0.0007494691260357247
Group Health Centre Pharmacy,Sault Ste. Marie,240 Mcnabb Street,P6B1Y5,Group Health Centre Pharmacy,72051.0,0.0007494691260357247
Merrett's Pharmacy Ltd,Sault Ste. Marie,314 Wellington Street West,P6A1J1,Merrett's Pharmacy Ltd,72051.0,0.0007494691260357247
Central Drug Mart,Sault Ste. Marie,701 Pine Street,P6B3G2,Central Drug Mart,72051.0,0.0007494691260357247
The Medicine Shoppe @ Pharmacy,Sault Ste. Marie,316 Second Line West,P6C2J5,The Medicine Shoppe @ Pharmacy,72051.0,0.0007494691260357247
Ext Maple View of Slt St Marie,Sault Ste. Marie,650 Northern Avenue,P6B4J3,Ext Maple View of Slt St Marie,72051.0,0.0007494691260357247
Loblaw Pharmacy #4101,Sault Ste. Marie,50 Great Northern Road,P6B4Y5,Loblaw Pharmacy #4101,72051.0,0.0007494691260357247
Superior Sleep Centre Inc.,Sault Ste. Marie,264 McNabb Street,P6B1Y6,Superior Sleep Centre Inc.,72051.0,0.0007494691260357247
The Group Health Centre,Sault Ste. Marie,240 McNabb Street,P6B1Y5,The Group Health Centre,72051.0,0.0007494691260357247
Pharmasave Adel Pharmacy,Sault Ste. Marie,773 Great Northern Road,P6B0B7,Pharmasave Adel Pharmacy,72051.0,0.0007494691260357247
Metro Pharmacy #545,Sault Ste. Marie,150 Churchill Street,P6A3Z9,Metro Pharmacy #545,72051.0,0.0007494691260357247
Cedarwood Lodge,Sault Ste. Marie,860 Great Northern Road,P6A5K7,Cedarwood Lodge,72051.0,0.0007494691260357247
Food Basics Pharmacy #505,Sault Ste. Marie,701 Pine Street,P6B3G2,Food Basics Pharmacy #505,72051.0,0.0007494691260357247
Apothecarium Rasaiah's Pharmacy,Sault Ste. Marie,341 Trunk Road,P6A3S9,Apothecarium Rasaiah's Pharmacy,72051.0,0.0007494691260357247
Rexall #6967,Sault Ste. Marie,13 Second Line West,P6C2J1,Rexall #6967,72051.0,0.0007494691260357247
Iccare Pharmacy,Sault Ste. Marie,750 Great Northern Road,P6B0A8,Iccare Pharmacy,72051.0,0.0007494691260357247
Shoppers Drug Mart #669,Sault Ste. Marie,44 Great Northern Road,P6B4Y5,Shoppers Drug Mart #669,72051.0,0.0007494691260357247
Shoppers Drug Mart # 929,Sault Ste. Marie,364 Second Line West,P6C2J7,Shoppers Drug Mart # 929,72051.0,0.0007494691260357247
Medicine Shoppe #276,Sault Ste. Marie,955 Queen Street East,P6A2C3,Medicine Shoppe #276,72051.0,0.0007494691260357247
F.J. Davey Home,Sault Ste. Marie,733 Third Line East,P6A7C1,F.J. Davey Home,72051.0,0.0007494691260357247
Pharmaright Pharmacy,Sault Ste. Marie,688 Second Line 3,P6B4K3,Pharmaright Pharmacy,72051.0,0.0007494691260357247
East End Pharmasave,Sault Ste. Marie,150 Churchill Boulevard,P6A3Z9,East End Pharmasave,72051.0,0.0007494691260357247
Queenstown Drug Mart,Sault Ste. Marie,302 Queen Street East,P6A1Z1,Queenstown Drug Mart,72051.0,0.0007494691260357247
Mauno Kaihla Koti,Sault Ste. Marie,725 North Street,P6B6G8,Mauno Kaihla Koti,72051.0,0.0007494691260357247
East Street Drug Mart,Sault Ste. Marie,170 East Street,P6A3C6,East Street Drug Mart,72051.0,0.0007494691260357247
Midwives of Algoma,Sault Ste. Marie,765 Queen Street East,P6A2A8,Midwives of Algoma,72051.0,0.0007494691260357247
Thrive Child Development Centre,Sault Ste. Marie,74 Johnson Avenue,P6C2V5,Thrive Child Development Centre,72051.0,0.0007494691260357247
Ontario Finnish Resthome Association,Sault Ste. Marie,725 North Street,P6B5Z3,Ontario Finnish Resthome Association,72051.0,0.0007494691260357247
Alzheimer Society of Sault Ste. Marie and Algoma,Sault Ste. Marie,633 Albert Street East,P6A2K5,Alzheimer Society of Sault Ste. Marie and Algoma,72051.0,0.0007494691260357247
Wellington Square Drug Mart,Sault Ste. Marie,625 Trunk Road,P6A3T1,Wellington Square Drug Mart,72051.0,0.0007494691260357247
Market Mall Pharmacy,Sault Ste. Marie,275 2nd Line West,P6C2T4,Market Mall Pharmacy,72051.0,0.0007494691260357247
Medicine Shoppe #233,Sault Ste. Marie,59 Great Northern Road,P6B4Y7,Medicine Shoppe #233,72051.0,0.0007494691260357247
Extendicare/van Daele,Sault Ste. Marie,39 Van Daele Street,P6B4V3,Extendicare/van Daele,72051.0,0.0007494691260357247
Urban Square Drug Mart,Sault Ste. Marie,197 Trunk Road,P6A6X8,Urban Square Drug Mart,72051.0,0.0007494691260357247
Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,650 Northern Avenue,P6B6G3,Extendicare Maple View of Sault Ste. Marie,72051.0,0.0007494691260357247
Extendicare Van Daele,Sault Ste. Marie,39 Van Daele Street,P6B4V3,Extendicare Van Daele,72051.0,0.0007494691260357247
Chartwell Collegiate Heights Retirement Residence,Sault Ste. Marie,95 Fauquier Avenue,P6B2B2,Chartwell Collegiate Heights Retirement Residence,72051.0,0.0007494691260357247
Pathways Retirement Residence,Sault Ste. Marie,375 Trunk Road,P6A6T5,Pathways Retirement Residence,72051.0,0.0007494691260357247
Great Northern Retirement Home,Sault Ste. Marie,760 Great Northern Road,P6B0B5,Great Northern Retirement Home,72051.0,0.0007494691260357247
ConnectWell Community Health,Smiths Falls,88 Cornelia Street West,K7A5K9,ConnectWell Community Health,9254.0,0.0015128593040847202
"Lanark, Leeds and Grenville Addictions and Mental Health",Smiths Falls,179 Elmsley Street North,K7A2H8,"Lanark, Leeds and Grenville Addictions and Mental Health",9254.0,0.0015128593040847202
Smiths Falls Nurse Practitioner-Led Clinic,Smiths Falls,52 Abbott Street North,K7A1W3,Smiths Falls Nurse Practitioner,9254.0,0.0015128593040847202
Lanark County Mental Health,Smiths Falls,179 Elmsley Street North,K7A2H8,Lanark County Mental Health,9254.0,0.0015128593040847202
Perth & Smiths Falls District Hospital,Smiths Falls,60 Cornelia Street West,K7A2H9,Perth & Smiths Falls District Hospital,9254.0,0.0015128593040847202
The Drugstore Pharmacy #4092,Smiths Falls,25 Ferrara Drive,K7A5K6,The Drugstore Pharmacy #4092,9254.0,0.0015128593040847202
Act 1 Corp,Smiths Falls,3249 Highway 43,K7A5B8,Act 1 Corp,9254.0,0.0015128593040847202
Shoppers Drug Mart #1317,Smiths Falls,54 Beckwith Street North,K7A2B5,Shoppers Drug Mart #1317,9254.0,0.0015128593040847202
Broadview Nursing Centre,Smiths Falls,210 Brockville Street,K7A3Z4,Broadview Nursing Centre,9254.0,0.0015128593040847202
Smiths Falls Family Pharmacy,Smiths Falls,207 Brockville Street,K7A3Z3,Smiths Falls Family Pharmacy,9254.0,0.0015128593040847202
Smiths Falls Drug Mart,Smiths Falls,5 Main Street East,K7A1A1,Smiths Falls Drug Mart,9254.0,0.0015128593040847202
Broadview Retirement Lodge,Smiths Falls,210 Brockville Street,K7A3Z4,Broadview Retirement Lodge,9254.0,0.0015128593040847202
Chartwell Willowdale Retirement Residence,Smiths Falls,9 Armstrong Drive,K7A5H7,Chartwell Willowdale Retirement Residence,9254.0,0.0015128593040847202
Chartwell Van Horne Retirement Residence,Smiths Falls,25 Van Horne Avenue,K7A5L2,Chartwell Van Horne Retirement Residence,9254.0,0.0015128593040847202
Open Doors For Lanark Children and Youth,Carleton Place,130 Lansdowne Avenue,K7C2T7,Open Doors For Lanark Children and Youth,12517.0,0.0010385875209714787
Carleton Place and District Memorial Hospital,Carleton Place,211 Lake Avenue East,K7C1J4,Carleton Place and District Memorial Hospital,12517.0,0.0010385875209714787
Stoneridge Manor,Carleton Place,256 High Street,K7C1X1,Stoneridge Manor,12517.0,0.0010385875209714787
Shoppers Drug Mart 1453,Carleton Place,299 Lake Avenue East,K7C1J3,Shoppers Drug Mart 1453,12517.0,0.0010385875209714787
Shoppers Drug Mart #1285,Carleton Place,315 Mcneely Avenue,K7C4S6,Shoppers Drug Mart #1285,12517.0,0.0010385875209714787
Carleton Place Ida Drug Mart,Carleton Place,47 Lansdowne Avenue,K7C3S9,Carleton Place Ida Drug Mart,12517.0,0.0010385875209714787
